السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديين (إناث),عدد العاملين الغير سعوديين,عدد الغير سعوديين (ذكور),عدد الغير سعوديين (إناث),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2023,2,منطقة عسير,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,صغيرة,18.0,64.0,39.0,25.0,107.0,107.0,0.0,,,,,,,,,,
2023,2,منطقة عسير,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متوسطة,1.0,21.0,15.0,6.0,30.0,30.0,0.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متناهية الصغر,1559.0,640.0,302.0,338.0,2819.0,2670.0,149.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,صغيرة,280.0,1448.0,668.0,780.0,2206.0,2058.0,148.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متوسطة,28.0,1120.0,621.0,499.0,1462.0,1397.0,65.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,كبيرة,2.0,2267.0,1366.0,901.0,310.0,298.0,12.0,,,,,,,,,,
2023,2,منطقة نجران,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متناهية الصغر,107.0,20.0,8.0,12.0,195.0,195.0,0.0,,,,,,,,,,
2023,2,منطقة نجران,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,صغيرة,2.0,2.0,1.0,1.0,11.0,11.0,0.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الإيجارية,متناهية الصغر,1908.0,407.0,224.0,183.0,4011.0,3997.0,14.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الإيجارية,صغيرة,313.0,1129.0,726.0,403.0,3452.0,3431.0,21.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الإيجارية,متوسطة,40.0,981.0,732.0,249.0,2991.0,2985.0,6.0,,,,,,,,,,
2023,2,المنطقة الشرقية,الأنشطة الإيجارية,كبيرة,8.0,1019.0,644.0,375.0,2265.0,2262.0,3.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة الإيجارية,متناهية الصغر,142.0,13.0,9.0,4.0,272.0,270.0,2.0,,,,,,,,,,
2023,2,منطقة الباحة,الأنشطة الإيجارية,صغيرة,7.0,11.0,6.0,5.0,42.0,42.0,0.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة الإيجارية,متناهية الصغر,591.0,42.0,30.0,12.0,1167.0,1155.0,12.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة الإيجارية,صغيرة,24.0,36.0,32.0,4.0,192.0,192.0,0.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة الإيجارية,متناهية الصغر,193.0,23.0,16.0,7.0,408.0,405.0,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة الإيجارية,صغيرة,9.0,37.0,26.0,11.0,84.0,84.0,0.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الإيجارية,متناهية الصغر,48024.0,2695.0,1302.0,1393.0,122021.0,121451.0,570.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الإيجارية,صغيرة,868.0,1397.0,821.0,576.0,6916.0,6870.0,46.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الإيجارية,متوسطة,40.0,1523.0,1150.0,373.0,2840.0,2836.0,4.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الإيجارية,كبيرة,5.0,1432.0,1188.0,244.0,2191.0,2189.0,2.0,,,,,,,,,,
2023,2,منطقة القصيم,الأنشطة الإيجارية,متناهية الصغر,1112.0,159.0,104.0,55.0,2577.0,2556.0,21.0,,,,,,,,,,
2023,2,منطقة القصيم,الأنشطة الإيجارية,صغيرة,55.0,137.0,101.0,36.0,455.0,454.0,1.0,,,,,,,,,,
2023,2,منطقة القصيم,الأنشطة الإيجارية,متوسطة,3.0,105.0,88.0,17.0,341.0,341.0,0.0,,,,,,,,,,
2023,2,منطقة القصيم,الأنشطة الإيجارية,كبيرة,1.0,75.0,64.0,11.0,276.0,276.0,0.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,الأنشطة الإيجارية,متناهية الصغر,962.0,128.0,80.0,48.0,1948.0,1936.0,12.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,الأنشطة الإيجارية,صغيرة,72.0,263.0,173.0,90.0,725.0,725.0,0.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,الأنشطة الإيجارية,متوسطة,4.0,149.0,141.0,8.0,366.0,366.0,0.0,,,,,,,,,,
2023,2,منطقة تبوك,الأنشطة الإيجارية,متناهية الصغر,410.0,50.0,25.0,25.0,763.0,759.0,4.0,,,,,,,,,,
2023,2,منطقة تبوك,الأنشطة الإيجارية,صغيرة,18.0,95.0,86.0,9.0,154.0,154.0,0.0,,,,,,,,,,
2023,2,منطقة تبوك,الأنشطة الإيجارية,متوسطة,4.0,84.0,64.0,20.0,238.0,238.0,0.0,,,,,,,,,,
2023,2,منطقة جازان,الأنشطة الإيجارية,متناهية الصغر,1113.0,65.0,37.0,28.0,2501.0,2493.0,8.0,,,,,,,,,,
2023,2,منطقة جازان,الأنشطة الإيجارية,صغيرة,21.0,55.0,35.0,20.0,209.0,200.0,9.0,,,,,,,,,,
2023,2,منطقة جازان,الأنشطة الإيجارية,متوسطة,1.0,37.0,37.0,0.0,28.0,28.0,0.0,,,,,,,,,,
2023,2,منطقة حائل,الأنشطة الإيجارية,متناهية الصغر,899.0,54.0,32.0,22.0,2282.0,2264.0,18.0,,,,,,,,,,
2023,2,منطقة حائل,الأنشطة الإيجارية,صغيرة,40.0,50.0,38.0,12.0,280.0,279.0,1.0,,,,,,,,,,
2023,2,منطقة حائل,الأنشطة الإيجارية,متوسطة,1.0,0.0,0.0,0.0,66.0,66.0,0.0,,,,,,,,,,
2023,2,منطقة عسير,الأنشطة الإيجارية,متناهية الصغر,1348.0,150.0,93.0,57.0,2656.0,2649.0,7.0,,,,,,,,,,
2023,2,منطقة عسير,الأنشطة الإيجارية,صغيرة,61.0,181.0,124.0,57.0,452.0,447.0,5.0,,,,,,,,,,
2023,2,منطقة عسير,الأنشطة الإيجارية,متوسطة,1.0,48.0,48.0,0.0,62.0,61.0,1.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,الأنشطة الإيجارية,متناهية الصغر,3105.0,428.0,238.0,190.0,6606.0,6521.0,85.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,الأنشطة الإيجارية,صغيرة,214.0,818.0,554.0,264.0,2073.0,2052.0,21.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,الأنشطة الإيجارية,متوسطة,24.0,869.0,719.0,150.0,1269.0,1265.0,4.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,الأنشطة الإيجارية,كبيرة,5.0,601.0,400.0,201.0,1681.0,1680.0,1.0,,,,,,,,,,
2023,2,منطقة نجران,الأنشطة الإيجارية,متناهية الصغر,1224.0,51.0,23.0,28.0,2950.0,2935.0,15.0,,,,,,,,,,
2023,2,منطقة نجران,الأنشطة الإيجارية,صغيرة,36.0,39.0,23.0,16.0,323.0,323.0,0.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الاستخدام,متناهية الصغر,293.0,315.0,175.0,140.0,334.0,315.0,19.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الاستخدام,صغيرة,49.0,265.0,141.0,124.0,410.0,227.0,183.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الاستخدام,متوسطة,10.0,282.0,194.0,88.0,833.0,434.0,399.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الاستخدام,كبيرة,22.0,332.0,261.0,71.0,54815.0,40652.0,14163.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة الاستخدام,متناهية الصغر,15.0,11.0,6.0,5.0,14.0,14.0,0.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة الاستخدام,صغيرة,,,,,,,,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة الاستخدام,متوسطة,1.0,3.0,1.0,2.0,179.0,179.0,0.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الاستخدام,متناهية الصغر,27.0,28.0,6.0,22.0,26.0,26.0,0.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الاستخدام,صغيرة,3.0,14.0,8.0,6.0,19.0,6.0,13.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الاستخدام,متوسطة,1.0,1.0,0.0,1.0,59.0,0.0,59.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الاستخدام,متناهية الصغر,20.0,17.0,9.0,8.0,23.0,22.0,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الاستخدام,صغيرة,4.0,11.0,3.0,8.0,54.0,9.0,45.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الاستخدام,متوسطة,1.0,0.0,0.0,0.0,168.0,0.0,168.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الاستخدام,متناهية الصغر,773.0,646.0,322.0,324.0,1133.0,1088.0,45.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الاستخدام,صغيرة,171.0,1117.0,406.0,711.0,1228.0,959.0,269.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الاستخدام,متوسطة,35.0,1797.0,947.0,850.0,1959.0,756.0,1203.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الاستخدام,كبيرة,52.0,10624.0,1471.0,9153.0,200053.0,115867.0,84186.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة الاستخدام,متناهية الصغر,80.0,84.0,44.0,40.0,114.0,112.0,2.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة الاستخدام,صغيرة,20.0,93.0,27.0,66.0,332.0,137.0,195.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة الاستخدام,متوسطة,2.0,14.0,7.0,7.0,218.0,50.0,168.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة الاستخدام,متناهية الصغر,97.0,74.0,45.0,29.0,141.0,132.0,9.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة الاستخدام,صغيرة,11.0,52.0,25.0,27.0,114.0,24.0,90.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة الاستخدام,متوسطة,2.0,1.0,0.0,1.0,113.0,0.0,113.0,,,,,,,,,,
2023,2,منطقة تبوك,أنشطة الاستخدام,متناهية الصغر,55.0,37.0,17.0,20.0,84.0,82.0,2.0,,,,,,,,,,
2023,2,منطقة تبوك,أنشطة الاستخدام,صغيرة,4.0,13.0,7.0,6.0,14.0,14.0,0.0,,,,,,,,,,
2023,2,منطقة جازان,أنشطة الاستخدام,متناهية الصغر,50.0,24.0,12.0,12.0,89.0,89.0,0.0,,,,,,,,,,
2023,2,منطقة جازان,أنشطة الاستخدام,صغيرة,2.0,1.0,0.0,1.0,35.0,35.0,0.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة الاستخدام,متناهية الصغر,49.0,35.0,22.0,13.0,78.0,77.0,1.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة الاستخدام,صغيرة,8.0,44.0,15.0,29.0,42.0,26.0,16.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة الاستخدام,متوسطة,1.0,1.0,1.0,0.0,151.0,0.0,151.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة الاستخدام,متناهية الصغر,125.0,86.0,49.0,37.0,181.0,175.0,6.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة الاستخدام,صغيرة,12.0,23.0,7.0,16.0,119.0,28.0,91.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة الاستخدام,متوسطة,3.0,139.0,48.0,91.0,219.0,54.0,165.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة الاستخدام,كبيرة,2.0,0.0,0.0,0.0,16090.0,10717.0,5373.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة الاستخدام,متناهية الصغر,401.0,283.0,156.0,127.0,619.0,597.0,22.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة الاستخدام,صغيرة,55.0,296.0,143.0,153.0,377.0,271.0,106.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة الاستخدام,متوسطة,6.0,97.0,32.0,65.0,400.0,144.0,256.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة الاستخدام,كبيرة,9.0,107.0,12.0,95.0,14689.0,11936.0,2753.0,,,,,,,,,,
2023,2,منطقة نجران,أنشطة الاستخدام,متناهية الصغر,56.0,24.0,9.0,15.0,89.0,76.0,13.0,,,,,,,,,,
2023,2,منطقة نجران,أنشطة الاستخدام,صغيرة,7.0,21.0,7.0,14.0,78.0,37.0,41.0,,,,,,,,,,
2023,2,منطقة نجران,أنشطة الاستخدام,متوسطة,2.0,0.0,0.0,0.0,206.0,11.0,195.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الأمن والتحقيقات,متناهية الصغر,56.0,92.0,78.0,14.0,50.0,50.0,0.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الأمن والتحقيقات,صغيرة,27.0,600.0,554.0,46.0,44.0,39.0,5.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الأمن والتحقيقات,متوسطة,14.0,1399.0,1321.0,78.0,10.0,10.0,0.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة الأمن والتحقيقات,كبيرة,8.0,5256.0,4705.0,551.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة الأمن والتحقيقات,صغيرة,1.0,15.0,11.0,4.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الأمن والتحقيقات,متناهية الصغر,6.0,9.0,8.0,1.0,2.0,2.0,0.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الأمن والتحقيقات,صغيرة,2.0,30.0,24.0,6.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الأمن والتحقيقات,متناهية الصغر,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الأمن والتحقيقات,صغيرة,2.0,30.0,25.0,5.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الأمن والتحقيقات,كبيرة,1.0,0.0,0.0,0.0,330.0,330.0,0.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الأمن والتحقيقات,متناهية الصغر,114.0,135.0,96.0,39.0,137.0,136.0,1.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الأمن والتحقيقات,صغيرة,44.0,616.0,483.0,133.0,181.0,179.0,2.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الأمن والتحقيقات,متوسطة,23.0,2679.0,2383.0,296.0,98.0,95.0,3.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الأمن والتحقيقات,كبيرة,20.0,22362.0,20354.0,2008.0,326.0,324.0,2.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة الأمن والتحقيقات,متناهية الصغر,12.0,8.0,7.0,1.0,18.0,18.0,0.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة الأمن والتحقيقات,صغيرة,3.0,86.0,84.0,2.0,1.0,1.0,0.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة الأمن والتحقيقات,متوسطة,1.0,51.0,46.0,5.0,9.0,5.0,4.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة الأمن والتحقيقات,متناهية الصغر,13.0,8.0,7.0,1.0,18.0,18.0,0.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة الأمن والتحقيقات,صغيرة,6.0,112.0,109.0,3.0,6.0,6.0,0.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة الأمن والتحقيقات,متوسطة,1.0,102.0,100.0,2.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة تبوك,أنشطة الأمن والتحقيقات,متناهية الصغر,10.0,5.0,4.0,1.0,12.0,12.0,0.0,,,,,,,,,,
2023,2,منطقة جازان,أنشطة الأمن والتحقيقات,متناهية الصغر,9.0,2.0,1.0,1.0,13.0,12.0,1.0,,,,,,,,,,
2023,2,منطقة جازان,أنشطة الأمن والتحقيقات,صغيرة,3.0,12.0,11.0,1.0,13.0,13.0,0.0,,,,,,,,,,
2023,2,منطقة جازان,أنشطة الأمن والتحقيقات,كبيرة,1.0,258.0,256.0,2.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة الأمن والتحقيقات,متناهية الصغر,3.0,4.0,2.0,2.0,10.0,10.0,0.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة الأمن والتحقيقات,صغيرة,1.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة الأمن والتحقيقات,متوسطة,1.0,66.0,63.0,3.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة الأمن والتحقيقات,متناهية الصغر,8.0,8.0,3.0,5.0,9.0,9.0,0.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة الأمن والتحقيقات,صغيرة,5.0,113.0,79.0,34.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة الأمن والتحقيقات,كبيرة,2.0,961.0,938.0,23.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,متناهية الصغر,67.0,68.0,56.0,12.0,72.0,69.0,3.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,صغيرة,36.0,471.0,410.0,61.0,37.0,33.0,4.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,متوسطة,8.0,1202.0,1063.0,139.0,2.0,2.0,0.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,كبيرة,5.0,2708.0,2440.0,268.0,0.0,0.0,0.0,,,,,,,,,,
2023,2,منطقة نجران,أنشطة الأمن والتحقيقات,متناهية الصغر,2.0,1.0,0.0,1.0,4.0,4.0,0.0,,,,,,,,,,
2023,2,منطقة نجران,أنشطة الأمن والتحقيقات,كبيرة,1.0,268.0,236.0,32.0,1.0,1.0,0.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,1191.0,358.0,180.0,178.0,2506.0,2486.0,20.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,496.0,1526.0,745.0,781.0,6758.0,6660.0,98.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,137.0,3026.0,2033.0,993.0,13146.0,12728.0,418.0,,,,,,,,,,
2023,2,المنطقة الشرقية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,68.0,11646.0,7752.0,3894.0,56416.0,55667.0,749.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,48.0,7.0,2.0,5.0,95.0,95.0,0.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,8.0,39.0,20.0,19.0,103.0,103.0,0.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,1.0,36.0,26.0,10.0,69.0,68.0,1.0,,,,,,,,,,
2023,2,منطقة الباحة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,2.0,93.0,36.0,57.0,818.0,767.0,51.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,183.0,28.0,17.0,11.0,415.0,407.0,8.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,21.0,51.0,28.0,23.0,224.0,221.0,3.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,5.0,110.0,37.0,73.0,196.0,196.0,0.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,1.0,88.0,39.0,49.0,284.0,284.0,0.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,69.0,8.0,4.0,4.0,169.0,169.0,0.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,10.0,44.0,20.0,24.0,106.0,106.0,0.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,2.0,63.0,46.0,17.0,141.0,141.0,0.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,1.0,289.0,159.0,130.0,837.0,536.0,301.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,3514.0,1080.0,544.0,536.0,7319.0,7193.0,126.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,1312.0,4036.0,1808.0,2228.0,18501.0,18120.0,381.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,467.0,8937.0,4372.0,4565.0,44673.0,43007.0,1666.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,182.0,35789.0,20810.0,14979.0,149580.0,138018.0,11562.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,1035.0,143.0,76.0,67.0,2537.0,2522.0,15.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,189.0,482.0,249.0,233.0,2876.0,2839.0,37.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,134.0,1726.0,971.0,755.0,14824.0,14641.0,183.0,,,,,,,,,,
2023,2,منطقة القصيم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,36.0,1660.0,642.0,1018.0,17273.0,16914.0,359.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,679.0,151.0,83.0,68.0,1554.0,1533.0,21.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,141.0,437.0,256.0,181.0,1709.0,1681.0,28.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,35.0,815.0,521.0,294.0,3325.0,3191.0,134.0,,,,,,,,,,
2023,2,منطقة المدينة المنورة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,4.0,237.0,65.0,172.0,1208.0,1161.0,47.0,,,,,,,,,,
2023,2,منطقة تبوك,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,289.0,36.0,15.0,21.0,660.0,656.0,4.0,,,,,,,,,,
2023,2,منطقة تبوك,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,34.0,88.0,52.0,36.0,363.0,360.0,3.0,,,,,,,,,,
2023,2,منطقة تبوك,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,8.0,78.0,33.0,45.0,673.0,672.0,1.0,,,,,,,,,,
2023,2,منطقة تبوك,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,2.0,122.0,61.0,61.0,408.0,403.0,5.0,,,,,,,,,,
2023,2,منطقة جازان,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,294.0,44.0,22.0,22.0,732.0,729.0,3.0,,,,,,,,,,
2023,2,منطقة جازان,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,33.0,112.0,52.0,60.0,347.0,346.0,1.0,,,,,,,,,,
2023,2,منطقة جازان,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,3.0,21.0,17.0,4.0,242.0,220.0,22.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,294.0,32.0,18.0,14.0,667.0,658.0,9.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,34.0,64.0,36.0,28.0,391.0,389.0,2.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,17.0,272.0,129.0,143.0,1624.0,1600.0,24.0,,,,,,,,,,
2023,2,منطقة حائل,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,1.0,365.0,308.0,57.0,890.0,804.0,86.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,464.0,72.0,41.0,31.0,1055.0,1046.0,9.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,61.0,195.0,90.0,105.0,664.0,653.0,11.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,11.0,278.0,146.0,132.0,1058.0,1053.0,5.0,,,,,,,,,,
2023,2,منطقة عسير,أنشطة تقديم الخدمات للمباني وتجميل المواقع,كبيرة,7.0,1615.0,1349.0,266.0,4964.0,4860.0,104.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متناهية الصغر,2744.0,764.0,361.0,403.0,6281.0,6151.0,130.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,صغيرة,819.0,2513.0,1175.0,1338.0,10620.0,10311.0,309.0,,,,,,,,,,
2023,2,منطقة مكة المكرمة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,متوسطة,228.0,5156.0,2754.0,2402.0,19932.0,19066.0,866.0,,,,,,,,,,
